SurveyResponseKey,TicketKey,SurveyResponseDate,AgentCourtesyRating,ResolutionQualityRating,WaitTimeRating,FirstContactResolution,NPS_Score,CustomerComment,ResponseTimeHours
346,657,2026-02-28,5,4,3,1,6,Quick response and clear explanation.,41.13
347,659,2026-07-08,3,4,4,0,8,Issue was resolved but it took a while.,2.89
348,661,2026-03-24,4,4,3,1,8,"Great service, very professional and helpful.",21.08
349,664,2025-08-16,3,5,4,1,6,Agent was friendly and solved my issue quickly.,30.42
350,665,2026-01-18,5,4,4,1,10,Agent was friendly and solved my issue quickly.,3.07
351,667,2025-06-28,2,2,1,1,1,Agent was not helpful and seemed rushed.,51.08
352,668,2026-04-21,5,5,3,1,7,Quick response and clear explanation.,44.22
353,669,2026-08-13,4,5,3,1,6,Quick response and clear explanation.,32.06
354,670,2025-04-14,5,5,4,1,4,"Polite and knowledgeable support, thank you.",43.4
355,671,2025-10-31,4,5,4,1,8,"Resolved on the first call, very satisfied.",18.94
356,672,2025-05-25,4,4,3,0,9,Issue was resolved but it took a while.,24.13
357,673,2025-12-10,5,5,5,1,5,"Polite and knowledgeable support, thank you.",46.56
358,674,2025-12-11,4,5,2,1,3,"Resolved on the first call, very satisfied.",6.34
359,676,2026-07-10,5,3,4,1,7,"Polite and knowledgeable support, thank you.",61.33
360,678,2026-05-30,4,4,4,1,6,"Polite and knowledgeable support, thank you.",22.1
361,679,2025-03-12,5,5,5,1,10,Agent was friendly and solved my issue quickly.,33.14
362,680,2025-10-12,3,3,2,1,2,Issue was resolved but it took a while.,21.43
363,681,2026-07-11,5,4,4,1,7,"Polite and knowledgeable support, thank you.",48.33
364,682,2025-12-11,5,4,5,1,7,"Support was okay, nothing exceptional.",10.56
365,683,2026-08-07,4,2,3,1,3,The agent was fine but I had to wait.,52.26
366,684,2025-12-29,5,5,5,1,5,Quick response and clear explanation.,0.58
367,685,2025-06-09,3,3,5,1,8,Agent was friendly and solved my issue quickly.,35.1
368,687,2026-05-30,4,4,3,1,7,"Resolved on the first call, very satisfied.",51.04
369,689,2025-04-29,4,4,3,0,8,"Polite and knowledgeable support, thank you.",39.95
370,690,2025-04-06,4,3,5,1,3,"Great service, very professional and helpful.",9.96
371,691,2025-03-31,5,5,5,0,10,"Polite and knowledgeable support, thank you.",34.07
372,694,2026-04-02,5,5,5,0,3,"Polite and knowledgeable support, thank you.",68.75
373,696,2026-02-25,3,4,3,1,5,"Polite and knowledgeable support, thank you.",0.48
374,697,2026-01-28,5,4,2,1,6,Agent was friendly and solved my issue quickly.,37.25
375,700,2026-01-09,2,3,3,1,4,Average experience overall.,35.54
376,702,2025-05-21,4,5,5,1,10,"Resolved on the first call, very satisfied.",41.33
377,704,2025-11-07,5,5,4,1,7,Agent was friendly and solved my issue quickly.,15.75
378,705,2025-10-19,5,3,4,1,9,Agent was friendly and solved my issue quickly.,35.61
379,706,2026-06-26,3,4,4,1,4,Average experience overall.,42.21
380,708,2025-11-11,4,5,4,1,7,Agent was friendly and solved my issue quickly.,41.45
381,709,2025-05-15,5,3,3,1,4,"Great service, very professional and helpful.",24.75
382,713,2025-03-12,4,2,5,1,9,Quick response and clear explanation.,23.82
383,716,2025-04-25,5,3,4,1,7,"Polite and knowledgeable support, thank you.",17.59
384,718,2025-07-14,5,4,3,1,7,Quick response and clear explanation.,30.91
385,721,2026-02-19,4,2,5,1,5,"Resolved on the first call, very satisfied.",19.24
386,727,2026-04-18,4,2,2,1,5,The agent was fine but I had to wait.,40.39
387,728,2025-11-18,4,4,4,1,5,"Resolved on the first call, very satisfied.",23.17
388,729,2025-06-12,2,4,3,1,3,Agent was friendly and solved my issue quickly.,25.71
389,732,2025-11-11,2,3,2,0,0,"Very frustrating experience, poor communication.",18.1
390,733,2026-04-27,3,4,2,0,6,The agent was fine but I had to wait.,0.99
391,735,2025-03-22,3,2,3,1,2,"Support was okay, nothing exceptional.",41.18
392,737,2026-06-04,5,1,3,1,3,The agent was fine but I had to wait.,57.4
393,738,2026-07-18,5,3,4,1,8,Quick response and clear explanation.,44.05
394,740,2026-01-10,3,4,4,0,3,Average experience overall.,10.58
395,741,2025-07-31,5,4,5,1,9,Quick response and clear explanation.,31.27
396,743,2025-10-08,4,3,1,1,6,The agent was fine but I had to wait.,10.53
397,746,2026-06-24,2,2,2,1,1,Average experience overall.,52.1
398,747,2025-09-01,4,4,5,1,7,Quick response and clear explanation.,29.29
399,754,2025-09-26,3,3,2,1,2,Got what I needed eventually.,21.61
400,756,2025-11-21,5,4,2,1,8,Agent was friendly and solved my issue quickly.,49.04
401,761,2026-05-24,4,3,3,0,3,"Polite and knowledgeable support, thank you.",23.14
402,765,2026-03-13,5,2,2,1,4,Quick response and clear explanation.,47.97
403,766,2025-02-17,3,5,4,1,9,"Resolved on the first call, very satisfied.",11.63
404,768,2025-05-02,3,4,4,1,6,"Resolved on the first call, very satisfied.",12.84
405,770,2026-03-28,5,5,5,1,7,"Polite and knowledgeable support, thank you.",7.71
406,775,2025-11-30,4,4,2,0,7,The agent was fine but I had to wait.,40.59
407,776,2025-01-08,5,4,3,1,10,Quick response and clear explanation.,40.72
408,781,2026-03-13,4,4,3,1,3,"Resolved on the first call, very satisfied.",70.16
409,784,2026-07-19,5,4,4,1,5,Agent was friendly and solved my issue quickly.,6.75
410,785,2025-03-26,4,3,4,1,6,Quick response and clear explanation.,24.5
411,786,2025-11-02,3,3,2,1,7,"Support was okay, nothing exceptional.",13.03
412,788,2025-05-01,1,2,1,1,0,Waited far too long and the problem is still not fixed.,23.93
413,791,2026-04-22,5,5,4,1,7,"Polite and knowledgeable support, thank you.",40.73
414,792,2026-04-09,3,4,5,0,3,"Support was okay, nothing exceptional.",31.64
415,793,2026-03-20,4,3,4,0,6,The agent was fine but I had to wait.,6.03
416,795,2025-03-05,5,4,4,1,6,Agent was friendly and solved my issue quickly.,19.4
417,796,2025-12-23,5,5,4,1,8,Agent was friendly and solved my issue quickly.,13.84
418,797,2025-12-15,4,4,5,1,6,Quick response and clear explanation.,16.84
419,799,2025-07-26,5,5,5,1,9,"Polite and knowledgeable support, thank you.",12.3
420,800,2025-01-20,5,5,5,1,9,Agent was friendly and solved my issue quickly.,17.67
421,801,2026-03-18,5,4,3,0,5,Agent was friendly and solved my issue quickly.,25.56
422,804,2026-06-06,5,3,5,1,10,Agent was friendly and solved my issue quickly.,34.45
423,806,2026-05-03,5,4,5,1,10,"Great service, very professional and helpful.",34.06
424,807,2026-06-28,5,5,3,1,8,"Resolved on the first call, very satisfied.",6.97
425,808,2025-06-01,3,5,4,0,8,"Great service, very professional and helpful.",32.28
426,809,2026-02-09,3,4,3,0,7,Quick response and clear explanation.,39.98
427,810,2026-07-23,5,5,4,1,6,"Great service, very professional and helpful.",48.33
428,811,2026-04-05,2,1,3,1,6,Issue was resolved but it took a while.,34.43
429,812,2025-03-29,2,1,1,0,1,The problem was not resolved and no follow-up.,16.36
430,813,2026-06-10,4,3,3,1,3,"Polite and knowledgeable support, thank you.",27.26
431,814,2025-11-10,5,3,4,0,6,"Polite and knowledgeable support, thank you.",4.0
432,816,2025-10-21,3,2,3,0,5,Average experience overall.,28.23
433,817,2026-06-14,4,5,4,0,4,"Polite and knowledgeable support, thank you.",15.7
434,818,2025-03-06,4,5,4,1,3,Quick response and clear explanation.,14.03
435,821,2025-02-05,4,2,2,1,2,Average experience overall.,39.36
436,822,2025-10-26,2,3,2,0,3,Issue was resolved but it took a while.,39.21
437,824,2025-12-26,1,3,2,1,2,Agent was not helpful and seemed rushed.,22.62
438,825,2025-05-18,2,3,1,1,2,Waited far too long and the problem is still not fixed.,36.13
439,827,2025-06-22,3,4,4,1,5,Quick response and clear explanation.,54.98
440,829,2025-05-07,4,5,3,1,1,Agent was friendly and solved my issue quickly.,23.03
441,830,2025-11-28,5,5,4,1,4,Quick response and clear explanation.,34.14
442,832,2026-02-24,4,4,3,1,5,"Polite and knowledgeable support, thank you.",14.44
443,833,2025-05-28,3,3,4,1,8,"Great service, very professional and helpful.",15.33
444,834,2025-09-01,5,4,2,1,5,Quick response and clear explanation.,10.34
445,836,2026-07-27,5,5,5,1,10,"Great service, very professional and helpful.",50.16
446,837,2026-07-11,5,5,4,1,7,Quick response and clear explanation.,40.74
447,839,2025-08-09,4,2,2,1,5,"Polite and knowledgeable support, thank you.",32.76
448,841,2025-11-25,3,3,2,0,5,Got what I needed eventually.,36.79
449,843,2025-01-06,5,4,3,1,6,The agent was fine but I had to wait.,0.44
450,846,2025-08-17,5,3,3,1,6,Agent was friendly and solved my issue quickly.,10.12
451,848,2025-04-25,5,2,2,1,6,Average experience overall.,24.04
452,852,2026-06-14,5,4,4,1,6,"Great service, very professional and helpful.",5.41
453,853,2025-12-10,5,5,4,1,7,Quick response and clear explanation.,10.6
454,854,2025-06-21,5,5,5,1,4,Agent was friendly and solved my issue quickly.,33.15
455,857,2025-11-19,4,4,5,1,5,"Resolved on the first call, very satisfied.",0.82
456,859,2026-04-22,5,5,4,0,5,"Great service, very professional and helpful.",20.17
457,863,2025-05-31,5,5,5,1,9,Quick response and clear explanation.,16.15
458,864,2026-06-06,5,5,5,0,10,"Polite and knowledgeable support, thank you.",25.73
459,865,2026-05-04,4,4,5,1,9,Agent was friendly and solved my issue quickly.,0.66
460,867,2026-04-25,5,4,5,1,9,Quick response and clear explanation.,8.56
461,872,2025-09-06,5,5,5,1,10,Quick response and clear explanation.,46.59
462,873,2025-05-04,5,3,2,1,5,Issue was resolved but it took a while.,50.9
463,874,2025-09-10,5,3,4,1,4,Agent was friendly and solved my issue quickly.,48.88
464,876,2026-04-28,5,5,5,1,9,Quick response and clear explanation.,2.13
465,879,2026-01-22,4,4,3,1,8,Agent was friendly and solved my issue quickly.,52.96
466,881,2025-08-31,5,5,4,1,10,"Resolved on the first call, very satisfied.",43.83
467,882,2025-04-13,5,5,4,1,10,"Polite and knowledgeable support, thank you.",31.29
468,886,2025-12-16,5,4,3,0,10,"Resolved on the first call, very satisfied.",16.44
469,888,2026-03-08,4,3,4,1,5,"Support was okay, nothing exceptional.",16.99
470,889,2025-05-24,3,4,2,1,3,"Support was okay, nothing exceptional.",7.12
471,890,2025-03-10,5,5,5,1,10,Quick response and clear explanation.,52.53
472,891,2025-04-20,4,2,2,1,6,Average experience overall.,41.0
473,893,2025-06-11,3,2,3,1,5,Got what I needed eventually.,8.25
474,894,2025-11-16,3,4,4,0,5,Got what I needed eventually.,21.44
475,897,2025-12-24,5,5,3,1,9,"Polite and knowledgeable support, thank you.",20.31
476,898,2026-03-20,4,5,4,1,8,"Resolved on the first call, very satisfied.",18.35
477,901,2026-06-05,3,3,3,1,4,Issue was resolved but it took a while.,45.52
478,906,2025-02-22,2,2,1,1,2,The problem was not resolved and no follow-up.,62.3
479,907,2025-01-07,4,3,4,1,9,Quick response and clear explanation.,19.12
480,908,2025-01-30,4,3,3,1,9,"Support was okay, nothing exceptional.",12.82
481,911,2025-03-11,5,5,3,1,7,Agent was friendly and solved my issue quickly.,19.44
482,913,2025-12-02,2,4,4,1,7,"Resolved on the first call, very satisfied.",27.51
483,915,2025-05-11,5,3,5,1,7,"Resolved on the first call, very satisfied.",49.26
484,917,2025-11-24,3,3,3,1,2,Issue was resolved but it took a while.,43.87
485,918,2025-12-07,3,5,3,0,6,Quick response and clear explanation.,3.67
486,920,2025-02-25,5,5,4,1,7,"Great service, very professional and helpful.",22.92
487,921,2025-03-24,2,4,3,0,5,Average experience overall.,20.42
488,923,2026-03-30,4,4,4,1,8,Quick response and clear explanation.,33.66
489,924,2025-03-29,4,4,3,1,6,Quick response and clear explanation.,43.56
490,926,2026-01-22,5,5,3,1,7,Quick response and clear explanation.,20.16
491,932,2026-03-12,5,4,5,1,5,"Resolved on the first call, very satisfied.",16.66
492,935,2026-03-06,4,5,4,1,8,Quick response and clear explanation.,26.52
493,936,2025-07-09,5,4,5,1,10,Agent was friendly and solved my issue quickly.,40.19
494,938,2025-12-18,4,3,2,1,10,"Polite and knowledgeable support, thank you.",24.57
495,939,2025-02-14,2,2,1,0,2,The problem was not resolved and no follow-up.,28.59
496,946,2025-10-29,2,1,2,0,3,The problem was not resolved and no follow-up.,20.22
497,949,2025-02-01,5,5,4,1,4,"Resolved on the first call, very satisfied.",50.47
498,950,2025-05-23,3,4,3,1,4,The agent was fine but I had to wait.,46.5
499,951,2026-01-23,3,4,3,0,2,The agent was fine but I had to wait.,7.05
500,952,2025-09-24,5,5,5,1,7,Agent was friendly and solved my issue quickly.,30.11
501,953,2025-05-12,4,5,5,1,9,Agent was friendly and solved my issue quickly.,12.24
502,957,2026-08-14,5,4,4,1,9,"Polite and knowledgeable support, thank you.",56.75
503,958,2025-08-05,5,5,4,1,6,"Resolved on the first call, very satisfied.",2.91
504,960,2026-05-01,5,2,3,1,5,"Great service, very professional and helpful.",9.32
505,965,2025-06-04,5,5,3,1,8,Agent was friendly and solved my issue quickly.,16.44
506,967,2026-04-04,5,5,5,1,7,Agent was friendly and solved my issue quickly.,30.99
507,968,2026-08-12,5,5,4,1,10,"Resolved on the first call, very satisfied.",3.0
508,969,2025-05-11,5,4,2,1,5,The agent was fine but I had to wait.,24.58
509,970,2026-07-06,4,3,4,0,3,The agent was fine but I had to wait.,47.73
510,971,2025-05-04,3,3,4,1,6,"Polite and knowledgeable support, thank you.",40.63
511,972,2025-08-02,5,3,3,1,6,"Great service, very professional and helpful.",27.3
512,974,2026-04-03,4,3,4,1,6,"Polite and knowledgeable support, thank you.",39.01
513,976,2025-10-14,4,4,5,1,5,"Great service, very professional and helpful.",35.47
514,978,2025-10-06,3,3,4,0,4,"Support was okay, nothing exceptional.",35.92
515,982,2025-11-13,3,3,4,1,6,Issue was resolved but it took a while.,59.73
516,984,2025-05-12,5,4,5,1,7,"Great service, very professional and helpful.",17.74
517,988,2025-02-28,4,5,5,1,7,"Polite and knowledgeable support, thank you.",3.67
518,992,2025-02-24,3,4,3,1,7,Average experience overall.,25.68
519,993,2026-05-11,2,3,2,1,4,Had to contact you multiple times for the same issue.,0.65
520,994,2026-05-18,4,3,4,1,5,"Polite and knowledgeable support, thank you.",37.9
521,995,2025-01-12,5,5,5,1,9,"Polite and knowledgeable support, thank you.",25.96
522,996,2025-09-15,5,5,3,1,10,"Great service, very professional and helpful.",25.4
523,1001,2025-12-18,4,3,3,1,8,Agent was friendly and solved my issue quickly.,2.11
524,1002,2025-06-08,5,5,5,1,8,"Resolved on the first call, very satisfied.",10.3
525,1003,2025-07-25,4,3,3,0,4,The agent was fine but I had to wait.,35.92
526,1005,2025-07-25,4,2,3,1,5,"Polite and knowledgeable support, thank you.",43.41
527,1007,2025-09-12,4,5,4,1,7,Quick response and clear explanation.,10.98
528,1009,2025-05-17,4,3,3,1,3,Got what I needed eventually.,48.38
529,1013,2025-09-17,3,5,4,1,2,"Great service, very professional and helpful.",4.73
530,1014,2026-06-01,4,5,4,1,9,Agent was friendly and solved my issue quickly.,14.03
531,1017,2025-01-12,4,4,5,1,5,Agent was friendly and solved my issue quickly.,27.13
532,1018,2025-06-27,3,4,3,0,5,"Resolved on the first call, very satisfied.",32.54
533,1019,2025-09-14,5,5,5,1,8,"Polite and knowledgeable support, thank you.",55.24
534,1022,2026-01-28,3,4,5,0,6,Quick response and clear explanation.,13.62
535,1023,2026-02-12,5,3,4,1,9,"Great service, very professional and helpful.",41.6
536,1025,2025-07-13,3,3,3,1,7,"Support was okay, nothing exceptional.",24.27
537,1027,2025-05-19,4,4,5,1,4,"Resolved on the first call, very satisfied.",43.32
538,1028,2025-12-15,2,2,1,1,3,Agent was not helpful and seemed rushed.,11.23
539,1029,2025-06-09,4,3,3,1,7,Quick response and clear explanation.,26.26
540,1031,2025-10-23,5,3,4,0,1,"Support was okay, nothing exceptional.",42.61
541,1032,2025-08-19,5,5,4,1,9,Quick response and clear explanation.,19.81
542,1033,2025-06-06,5,5,5,1,8,Agent was friendly and solved my issue quickly.,25.12
543,1034,2025-12-23,5,5,4,0,10,"Resolved on the first call, very satisfied.",7.29
544,1035,2025-06-03,3,2,1,1,0,Agent was not helpful and seemed rushed.,38.35
545,1037,2026-03-02,5,3,4,1,5,"Polite and knowledgeable support, thank you.",24.45
546,1038,2026-07-08,5,5,5,1,10,"Great service, very professional and helpful.",39.09
547,1041,2025-05-31,5,4,4,1,10,"Resolved on the first call, very satisfied.",44.42
548,1043,2025-06-12,5,5,5,1,6,"Great service, very professional and helpful.",18.21
549,1044,2025-07-08,4,4,4,1,7,"Polite and knowledgeable support, thank you.",29.51
550,1045,2025-01-16,4,5,5,1,3,"Resolved on the first call, very satisfied.",24.26
551,1050,2025-04-24,5,4,3,1,3,"Resolved on the first call, very satisfied.",29.78
552,1055,2025-02-11,5,5,5,1,10,"Polite and knowledgeable support, thank you.",53.1
553,1056,2025-05-27,2,3,2,1,4,The agent was fine but I had to wait.,15.21
554,1064,2026-07-31,3,2,2,1,2,Waited far too long and the problem is still not fixed.,41.41
555,1066,2026-03-21,4,2,3,1,5,Quick response and clear explanation.,21.45
556,1069,2025-01-27,5,3,2,1,6,"Resolved on the first call, very satisfied.",42.34
557,1070,2026-04-10,4,4,4,0,5,Agent was friendly and solved my issue quickly.,30.4
558,1077,2026-05-31,4,3,2,1,2,Issue was resolved but it took a while.,7.36
559,1078,2025-12-12,3,3,3,1,3,Issue was resolved but it took a while.,29.91
560,1079,2026-03-26,5,5,3,1,8,Quick response and clear explanation.,18.25
561,1080,2025-01-20,4,3,2,0,8,The agent was fine but I had to wait.,47.96
562,1081,2025-02-04,4,3,4,1,6,The agent was fine but I had to wait.,16.8
563,1084,2025-01-06,5,5,4,1,10,"Great service, very professional and helpful.",32.31
564,1087,2025-05-11,4,3,4,1,3,"Resolved on the first call, very satisfied.",0.87
565,1088,2025-04-07,5,5,4,1,9,Quick response and clear explanation.,18.3
566,1091,2025-10-10,5,4,2,1,8,"Polite and knowledgeable support, thank you.",19.57
567,1094,2026-03-10,5,4,4,0,6,"Great service, very professional and helpful.",76.13
568,1098,2025-04-06,4,5,3,1,4,Quick response and clear explanation.,16.66
569,1100,2026-05-17,5,5,5,1,9,Agent was friendly and solved my issue quickly.,27.75
570,1102,2025-09-21,4,1,1,1,1,"Very frustrating experience, poor communication.",42.68
571,1104,2025-01-12,4,4,4,1,7,Agent was friendly and solved my issue quickly.,17.79
572,1106,2026-03-11,5,5,4,1,10,Quick response and clear explanation.,45.46
573,1108,2026-08-14,3,3,2,1,4,"Support was okay, nothing exceptional.",11.32
574,1110,2026-07-26,5,5,4,1,6,"Great service, very professional and helpful.",12.24
575,1112,2026-03-24,3,3,2,0,6,Average experience overall.,10.84
576,1116,2026-05-18,4,4,3,1,4,Quick response and clear explanation.,16.67
577,1118,2025-08-06,4,4,5,1,9,Agent was friendly and solved my issue quickly.,6.06
